L_id	headword	headword_slp1	root	root_slp1	prefixes	karaka	karaka_sense	affix	affix_slp1	group	anubandha	anubandha_steps	affix_source	context
6523	karibandhaḥ	karibanDaH	bandha	banDa		aDikaraRe	location (adhikaraṇe)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	kariRaM hastinaM baDnAti atra . banDa + aDikaraRe GaY .) h
6524	karimācalaḥ	karimAcalaH	riti	riti		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	laH¦, puM, (maca SAWyadamBayo ritiDAtoH BAve GaY . ka
6581	karkareṭaṃ	karkarewaM	reṭ	rew		aDikaraRe	location (adhikaraṇe)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	dUrIkuru ityAkAraM rewate yatra . rew + aDikaraRe GaY .) g
6607	karṇaḥ	karRaH	karṇa	karRa		karaRe	instrument (karaṇe)	ap	ap	Agent — the doer	kṛt affix 'ap' -> -a; action / agent noun | anubandha: p = pit -> anudātta affix (3.1.4)		WIL	advA karRyate AkarRyate anena . karRa + karaRe ap .) S
6639	karṇaveṣṭanaṃ	karRavezwanaM	veṣṭ	vezw		karaRe	instrument (karaṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	aM¦, klI, (karRO vezwyete'nena . vezw + karaRe lyuw .) k
6650	karṇārā	karRArA	ṛ	f		karaRe	instrument (karaṇe)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	rI, (aryyate viDyate'nayA . karRa + f + karaRe GaY wAp
6668	karttā	karttA	kṛ	kf		kartari	agent (kartari)	tṛc	tfc	Agent — the doer	kṛt affix 'tṛc' -> -tṛ; agent noun (-tṛ/-tar) | anubandha: tit: svarita accent on the affix (6.1.185); indicatory .r; cit: final acute accent, antodatta (6.1.163)	c = it (P.1.3.3) ; → -tṛ	Apte-SH(affix_map.tsv)	i vA . karoti yaH karmmeti SezaH . kf + karttari tfc .) k
6677	karddanaṃ	karddanaM	kardda	kardda		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	rddanaM¦, klI, (karddate iti . kardda + BAve lyuw .) u
6680	karddamāṭakaḥ	karddamAwakaH	aṭ	aw		aDikaraRe	location (adhikaraṇe)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	te nikzi- pyate yatra . karddama + aw + aDikaraRe GaY . ta
6759	karṣaḥ	karzaH	kṛṣ	kfz		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	karzaH¦, puM, (kfz + BAve GaY .) k
6761	karṣaṇaṃ	karzaRaM	kṛṣ	kfz		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	karzaRaM¦, klI, (kfz + BAve lyuw .) k
6776	kalaḥ	kalaH	kala	kala		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	kalaH¦, puM, (kala + BAve GaY vfdD
6794	kalanaṃ	kalanaM	kala	kala		karaRe	instrument (karaṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	kala gatO gatyarTA jYAnArTASca . kala + karaRe lyuw . jY
6796	kalanā	kalanA	kala	kala		BAve	action / abstract (bhāve)	yuc	yuc	Agent — the doer	kṛt affix 'yuc' -> -ana; agent / action noun (yu -> ana) | anubandha: c = cit -> final acute accent (6.1.163)		WIL	kalanA¦, strI, (kala + BAve yuc . wA
6825	kalahaḥ	kalahaH				karaRe	instrument (karaṇe)	ḍa	qa	Agent — the doer	kṛt affix 'ḍa' -> -a; agent noun (esp. after an upapada) | anubandha: ḍ = ḍit -> the ṭi of the base is elided (6.4.143)		WIL	lI, (kalaM kAsaM hantyatra . han + aDi- karaRe qaH .) v
6870	kalitaṃ	kalitaM	kal	kal		karmaRi	object (karmaṇi)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	kalitaM¦, tri, (kal + karmmaRi kta .) v
6893	kalpaḥ	kalpaH	kṛp	kfp		karmaRi	object (karmaṇi)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	H¦, puM, (kalpyate viDIyate asO . kfp + karmmaRi GaY .) v
6893	kalpaḥ	kalpaH	kṛp	kfp		aDikaraRe	location (adhikaraṇe)	ap	ap	Agent — the doer	kṛt affix 'ap' -> -a; action / agent noun | anubandha: p = pit -> anudātta affix (3.1.4)		WIL	yati sfzwiM nASaM vA atra . kfp + Ric + aDikaraRe ap .) p
6893	kalpaḥ	kalpaH	kṛp	kfp		aDikaraRe	location (adhikaraṇe)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	e svakriyAyE samarTo Bavatyatra . kfp + aDikaraRe GaY .) b
6895	kalpanaṃ	kalpanaM	kṛp	kfp		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	kalpanaM¦, klI, (kfp + BAve lyuw .) k
6896	kalpanā	kalpanA	kṛp	kfp		BAve	action / abstract (bhāve)	yuc	yuc	Agent — the doer	kṛt affix 'yuc' -> -ana; agent / action noun (yu -> ana) | anubandha: c = cit -> final acute accent (6.1.163)		WIL	kalpanA¦, strI, (kfp + Ric + BAve yuc wAp
6897	kalpanī	kalpanI	chedane	Cedane		karaRe	instrument (karaṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	ti keSAnIn Cinatti anayA . kfp Cedane + karaRe lyuw . ta
6903	kalpitaḥ	kalpitaH	kṛp	kfp		karmaRi	object (karmaṇi)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	kalpyate sajjIkriyate asO . kfp + Ric + karmmaRi ktaH .) s
6909	kalyaṃ	kalyaM	gatau	gatO		karmaRi	object (karmaṇi)	yat	yat	Gerundive — “to-be-Xed”	kṛt affix 'yat' -> -ya; gerundive -ya | anubandha: tit: svarita accent on the affix (6.1.185)	t = it ; → -ya	Apte-SH(affix_map.tsv)	¦, klI, (kalyate Agamyate . kala gatO + karmmaRi yat . pr
6940	kavalitaḥ	kavalitaH	kavala	kavala		karmaRi	object (karmaṇi)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	, tri, (kavalaM karoti . kavala + Ric + karmmaRi ktaH .) B
6942	kavāṭaḥ	kavAwaH	kuśabde	kuSabde		BAve	action / abstract (bhāve)	ap	ap	Agent — the doer	kṛt affix 'ap' -> -a; action / agent noun | anubandha: p = pit -> anudātta affix (3.1.4)		WIL	kavAwaH¦, tri, (kuSabde + BAve ap . ka
6963	kavyabālaḥ	kavyabAlaH	dāne	dAne		sampradAne	recipient (sampradāne)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	alyate dIyate asmE . kavya + bal dAne + sampradAne GaY .) p
6965	kaśā	kaSA	kartṛvivakṣayā	kartfvivakzayA		kartari	agent (kartari)	ac	ac	Agent — the doer	kṛt affix 'ac' -> -a; agent / action -a | anubandha: cit: final acute accent, antodatta (6.1.163)	c = it ; → -a	Apte-SH(affix_map.tsv)	ati vA . kaS + karaRasya kartfvivakzayA karttari ac wAp
6979	kaśyaṃ	kaSyaM	bāhulakāt	bAhulakAt		karaRe	instrument (karaṇe)	yat	yat	Gerundive — “to-be-Xed”	kṛt affix 'yat' -> -ya; gerundive -ya | anubandha: tit: svarita accent on the affix (6.1.185)	t = it ; → -ya	Apte-SH(affix_map.tsv)	AgaH . (kaSati anena . kaSa + bAhulakAt karaRe yat .) m
6984	kaṣaṇaḥ	kazaRaH				aDikaraRe	location (adhikaraṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	iti SabdacandrikA .. (puM, kazatyatra . aDikaraRe lyuw . ni
6984	kaṣaṇaḥ	kazaRaH				BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	Ki ! kazaRaviSudvasya jAta- rUpasya” .. BAve lyuw . kl
6985	kaṣā	kazA	kāt	kAt		karaRe	instrument (karaṇe)	ap	ap	Agent — the doer	kṛt affix 'ap' -> -a; action / agent noun | anubandha: p = pit -> anudātta affix (3.1.4)		WIL	zyate tAqyate anayA . kaz + bAhula- kAt karaRe ap . ta
6997	kaṣṭaṃ	kazwaM	kaṣ	kaz		BAve	action / abstract (bhāve)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	kazwaM¦, klI, (kazyate iti . kaz + BAve ktaH . “k
7086	kākādanī	kAkAdanI	ada	ada		karmaRi	object (karmaṇi)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	kEradyate Bujyate'sO iti . kAka + ada + karmmaRi lyuw tato
7106	kākolaḥ	kAkolaH	'nena	'nena		karaRe	instrument (karaṇe)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	kolati pIqayati vihvalIkaroti vA- 'nena karaRe GaY .) k
7120	kācanaṃ	kAcanaM				BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	anaM¦, klI, (kacabanDane + svArTe Ric + BAve lyuw .) p
7131	kācitaṃ	kAcitaM	kac	kac		karmaRi	object (karmaṇi)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	tri, (kacyate baDyate'sO . kac + Ric + karmmaRi ktaH .) S
7133	kāñcanaṃ	kAYcanaM				BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	akeSara- puzpam . iti rAjanirGaRwaH .. (BAve lyuw . dI
7134	kāñcanaḥ	kAYcanaH				kartari	agent (kartari)	lyu	lyu	Other	uncurated affix 'lyu' | it-letters: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms		generic-decoder	kAYcanaH¦, puM, (kAYcate dIpyate iti karttari lyuH .) s
7146	kāñcanī	kAYcanI				karaRe	instrument (karaṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	AYcanI¦, strI, (kAYcate dIpyate anayA . karaRe lyuw NIp
7156	kāṭhaḥ	kAWaH	kaṭha	kaWa		karmaRi	object (karmaṇi)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	H¦, puM, (kAWyate taNkyate iti . kaWa + karmmaRi GaY .) p
7159	kāṇaḥ	kARaH	jñāyāṃ	jYAyAM		kartari	agent (kartari)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	ekacakzurnimIlatIti . kaRa saM- jYAyAM karttari GaY .) k
7215	kāntaṃ	kAntaM	kana	kana		kartari	agent (kartari)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	taM¦, klI, (kanate dIpyate iti . kana + karttari ktaH .) k
7216	kāntaḥ	kAntaH	kam	kam		karmaRi	object (karmaṇi)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	kAntaH¦, tri, (kAmyate iti . kam + karmmaRi ktaH “yas
7222	kāntā	kAntA	kam	kam		karmaRi	object (karmaṇi)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	AntA¦, strI, (kAmyate asO . kam + Ric + karmmaRi kta + wA
7231	kāntiḥ	kAntiH				BAve	action / abstract (bhāve)	ktin	ktin	Action / result noun	kṛt affix 'ktin' -> -ti; action noun (fem. -ti) | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it ; n = it ; → -ti	Apte-SH(affix_map.tsv)	ntiH¦, strI, (kamu kAntO kan dIptO vA + BAve ktin .) d
7231	kāntiḥ	kAntiH	spṛhārthakamadhātor	spfhArTakamaDAtor		BAve	action / abstract (bhāve)	ktin	ktin	Action / result noun	kṛt affix 'ktin' -> -ti; action noun (fem. -ti) | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it ; n = it ; → -ti	Apte-SH(affix_map.tsv)	itA dyutiH” ..) icCA . spfhArTakamaDAtorBAve ktin prat
7236	kāndigbhūtaḥ	kAndigBUtaH	bhū	BU		kartari	agent (kartari)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	M gacCAmi ityAkulIBUtaH . kAndiS + BU + karttari ktaH .) B
7261	kāmaḥ	kAmaH	asau	asO		karmaRi	object (karmaṇi)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	kAmaH¦ puM, (kAmyate asO karmmaRi GaY .) k
7282	kāmanā	kAmanA	ṇiṅntāt	RiNntAt		BAve	action / abstract (bhāve)	yuc	yuc	Agent — the doer	kṛt affix 'yuc' -> -ana; agent / action noun (yu -> ana) | anubandha: c = cit -> final acute accent (6.1.163)		WIL	, strI, (kama + anudAttAdeSceti RiNntAt BAve yuc wAp
7349	kāmyaṃ	kAmyaM	kam	kam		karmaRi	object (karmaṇi)	yat	yat	Gerundive — “to-be-Xed”	kṛt affix 'yat' -> -ya; gerundive -ya | anubandha: tit: svarita accent on the affix (6.1.185)	t = it ; → -ya	Apte-SH(affix_map.tsv)	AmyaM¦, tri, (kAmyate iti . kam + Ric + karmmaRi yat .) k
7354	kāyavalanaṃ	kAyavalanaM	valastṛtau	valastftO		karaRe	instrument (karaṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	Ayo valyate AcCAdyate anena . valastftO karaRe lyuw .) k
7359	kāraḥ	kAraH	hiṃsāyāṃ	hiMsAyAM		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	kAraH¦, puM, (kf hiMsAyAM + BAve GaY .) v
7359	kāraḥ	kAraH	ṛ	f		kartari	agent (kartari)	aṇ	aR	Relational / patronymic	taddhita affix 'aṇ' -> -a; patronymic / relational (vṛddhi) | anubandha: nit (.n): causes vrddhi of the base vowel (7.2.115-117)	ṇ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	(kaM suKaM nirvftiM fcCatIti . ka + f + karttari aR .) p
